feature,weight
nyaman,0.23183926954540088
semoga,0.23160844022493077
wih,0.23151288741436746
pstoto pasti,0.23106600386818602
kesuksesan,0.23060816756249963
bingung,0.23025276020492735
utang,0.2297152993962583
utang lunas,0.2297152993962583
aku percaya,0.2295568919669737
biasa luar,0.22947210025574824
like sekarang,0.22947210025574824
halo,0.22935806195934208
with halo,0.22935806195934208
bangetttt,0.2287463945744509
berkah red,0.22871751441957444
project,0.2286547207434106
paten,0.22848737115260764
berani,0.22832453477755155
hati,0.22828406682518254
ajak coba,0.22812917243379124
coba seru,0.22812917243379124
seruan cantik,0.22812917243379124
memiliki,0.2279894824168523
segala,0.22770645892800978
yakin,0.22722575413466437
aku,0.22685249567833682
bohong,0.2263799516184994
soal rasa,0.2263799516184994
bohong dah,0.2263799516184994
paling seru,0.22601415255669985
wajib coba,0.22366374530080219
cukup,0.22355996940562703
confetti,0.22301304924770635
confetti ball,0.22301304924770635
diri,0.22281368183324668
kata tmn,0.22243595222292373
tmn gw,0.22243595222292373
pintar,0.22208579619346347
gacorr,0.2198905594747885
situs siapbet,0.2198905594747885
color,0.21907000188419842
tak,0.2186715636161211
beda,0.21812806100769083
nyentuh,0.21781543057447383
adem,0.2175880714418813
serbu,0.21735028923752256
serbu bareng,0.21735028923752256
beda lain,0.21615993952647483
reyes,0.2156559788735983
efren,0.2156559788735983
efren reyes,0.2156559788735983
tetep,0.21536952979919377
seru nonton,0.21467401354789684
mouth,0.21461116129866437
tmn,0.21430430892816738
pendek,0.2141164513496812
menerus datang,0.21334683626252396
menjadi ahli,0.21334683626252396
vomiting sneezing,0.21334683626252396
sneezing face,0.21334683626252396
sneezing,0.21334683626252396
rezeki menerus,0.21334683626252396
normal,0.21314163846737877
lancar,0.21309602518706033
points pstoto,0.212439033111994
gaya,0.21239672700981044
positif,0.21220029778464336
inspiratif,0.21170229891949874
semoga makin,0.21145661720147046
dapat,0.21111696251102102
segini,0.21051293016620495
makasi,0.21022483376468043
gak pecah,0.21014595747388434
voltage tempatnya,0.21004009698387605
bersamamu,0.2099363737345895
kenangan,0.2099363737345895
menuju sukses,0.20966026605820853
dragon berkah,0.2096336532622782
berkah mahjong,0.2096336532622782
main dora,0.20948157084910163
bbca party,0.20934732933372951
tahan jangan,0.2092157822252923
toga situs,0.2092157822252923
gabisa,0.20886122561269338
ngikutin,0.20827433030631548
keluarga,0.2077259240300132
sampe,0.2076672075808895
ketinggalan,0.20752970984602725
abang abang,0.20752528414609794
bawaan,0.20604267409189378
setiap kali,0.20604267409189378
diem dikit,0.20595622116929427
dikit gemesnya,0.20595622116929427
saldo masuk,0.20595622116929427
kayak notif,0.20595622116929427
sih diem,0.20595622116929427
gemesnya nyerang,0.20595622116929427
nyerang kayak,0.20595622116929427
notif saldo,0.20595622116929427
petani,0.20569600135314772
iseng iseng,0.2055474659124783
menerus,0.2055474659124783
mencoba bermain,0.2055474659124783
justru malah,0.2055474659124783
malah menjadi,0.2055474659124783
ahli rezeki,0.2055474659124783
ahli,0.2055474659124783
iseng mencoba,0.2055474659124783
nyetel,0.20527418358547225
main aero,0.20503993537878437
gede,0.20463484004810772
aura,0.20214052010650269
menuju,0.20199566652008868
depannya,0.2014956858138443
africa berkah,0.2014556495500762
berkah globe,0.2014556495500762
dapet,0.20136908904480125
ngena,0.1992529438323343
cerita ngena,0.1992529438323343
rainbow,0.1992529438323343
begitu banyak,0.19901927914919557
energi,0.19899864361026132
crown selalu,0.1985706728352949
berkat dora,0.19817632436997187
merah,0.19807124495530426
bareng cantik,0.19747926280859923
sementara,0.19630872587987472
niat,0.19588583043807256
tanpa,0.1952709849737942
optimis cuma,0.19514980296053946
makin optimis,0.19514980296053946
hari aku,0.19514980296053946
face worried,0.19514980296053946
grimacing,0.19514980296053946
grimacing face,0.19514980296053946
worried face,0.19514980296053946
worried,0.19514980296053946
amp,0.19319248185751248
keras,0.19277771645869518
upside down,0.1919036593807691
upside,0.1919036593807691
down face,0.1919036593807691
mencoba,0.19037568010517003
pulang,0.18993911520225149
reward,0.18947837511795038
tentang,0.18865035882276834
grafis,0.1881494307818806
ngeselin,0.1881120451304344
hoki pstoto,0.18762282993659157
asikk,0.18760399628382252
lo serbu,0.18535363724684736
thanks,0.18525579085702687
harapan,0.18484187373552047
hilang,0.18459789996461726
keras lollipop,0.1838639210568153
impian suksesku,0.1838639210568153
aduh gemesnya,0.1836364606626386
ngotak cuan,0.1836364606626386
gemesnya ga,0.1836364606626386
aduh,0.1836364606626386
artist,0.1836298461948035
puas,0.18346769950531555
musik,0.18329267925211115
slalu,0.18300004041624593
ribet,0.182197865217117
desain,0.18127120789596693
situs jptogel,0.1799408678457211
vibe positif,0.17796466821496598
berkah pasti,0.17796466821496598
mudahan,0.17759876312712924
begitu,0.17759077793610661
sports,0.17743820395927967
sports medal,0.17743820395927967
makin seru,0.17633553094211918
rasakan,0.17617983019543404
proses cepat,0.17584278482820384
sungguh luar,0.17563463870645946
membuat ketagihan,0.17563463870645946
tertahankan sulit,0.17563463870645946
tertahankan,0.17563463870645946
ketagihan tak,0.17563463870645946
berhenti bermain,0.17563463870645946
biasa nagih,0.17563463870645946
tak tertahankan,0.17563463870645946
sulit berhenti,0.17563463870645946
awan,0.17557378067921955
keren parah,0.17535548979483573
rata rata,0.17495951226451556
selalu cepat,0.1744742384175322
jakpot besar,0.17388622429925862
natural,0.1734881862380241
with,0.17319148865537995
ga nyesel,0.17281342466951558
cintaku padamu,0.17233877782831517
padamu,0.17233877782831517
cintaku,0.17233877782831517
semua temen,0.17223581447788314
suruh semua,0.17223581447788314
story,0.17211984631691413
absurd,0.1713806013777775
batas,0.17131490776660352
tanpa batas,0.17131490776660352
ngotak,0.17130791752114072
rezeki hari,0.17082652714252394
terbaikku,0.169959924592196
debat,0.1698114914736295
beneran gampang,0.1692327922051843
flag berkah,0.1692327922051843
jakpot,0.1687684145709098
langsung menang,0.1683923430013072
up smiling,0.1683923430013072
berapa bang,0.16746815992641367
bang aku,0.16746815992641367
bawa,0.1673274486505426
proses,0.16679376189668751
ngobrolin,0.16644387985863032
parah,0.1655615578654602
apa rahasia,0.16555158029548872
excited,0.16555158029548872
sih,0.1648181267640606
khas,0.16412750932060186
sma,0.16402170774382785
rata,0.16366179453068164
paling,0.16325679162594808
inovasi,0.16261430686826853
tercengang,0.16234419205395045
kena,0.16227924259302157
nyoba uda,0.16223638460892204
nangis,0.1605122288019057
thumbs up,0.16048657525138837
thumbs,0.16048657525138837
sebelah,0.16035915189051284
clean and,0.15983544302705266
clean,0.15983544302705266
clear,0.15983544302705266
and clear,0.15983544302705266
kayak hoki,0.1595924605578346
dateng tanpa,0.1595924605578346
aba aba,0.1595924605578346
pstoto dateng,0.1595924605578346
tanpa aba,0.1595924605578346
kok segemes,0.1595924605578346
sih kayak,0.1595924605578346
bebek,0.1585299990213657
senang,0.15810742019695612
sungguh,0.15810619020116876
rekomen,0.1574675327783059
benar,0.15673085322592722
sambil nonton,0.15668468636676436
demi,0.15626030689437237
justru,0.154404242108385
nyesel,0.15439390937042735
terbaru,0.15436712525824392
rezeki gede,0.1531712504074537
jangan,0.15260138858304212
ajak temen,0.152073416988032
banyak untung,0.15127557320594995
untung disono,0.15127557320594995
disono,0.15127557320594995
emang seru,0.15127557320594995
setelah,0.1508584593665921
sehari,0.15084485679252535
teman teman,0.15052664811643468
lain kali,0.1493369105435331
anime,0.1485611906371797
top,0.14815233576602854
hal,0.14762359663395572
dapet rezeki,0.1475717330682919
cari,0.14745517625302867
pasti seru,0.14700616728546645
ton red,0.1469443476830833
heart ton,0.1469443476830833
videonya,0.14665192979773978
inspirasi,0.14624168109394528
ambil,0.14622370510505978
kini,0.1459716568204139
resmi,0.1459716568204139
ngerasain,0.14571716232666967
rela gak,0.14521833372876164
semua orang,0.14509385614321962
star berkah,0.14507129986476766
besar hari,0.14374881120443217
sehat selalu,0.1436933915407243
kepada,0.14336997326124293
mengajarkanku,0.14156929864067405
lollipop mengajarkanku,0.14156929864067405
aku rela,0.140944275768813
duduk,0.14050082840276906
satu satunya,0.1380578861552591
berkah emang,0.1379509540268646
xuxu memang,0.1372392143743117
batu,0.1363939165743744
sih jangan,0.13615149907843474
jangan selucu,0.13615149907843474
nahan cuan,0.13615149907843474
kuat nahan,0.13615149907843474
selucu,0.13615149907843474
selucu gak,0.13615149907843474
asik,0.1356637031290483
jago,0.13462108632903835
aloy,0.13414198233933688
degan,0.13298532783543887
deg,0.13298532783543887
yaaa,0.13287839685054648
candu,0.1326112946571921
ajak gabung,0.13236525940652547
gabung cantik,0.13236525940652547
mu,0.13224553666387096
emang terbaik,0.13208827122145655
face savoring,0.1312690993051559
savoring food,0.1312690993051559
savoring,0.1312690993051559
konten berkualitas,0.1310275542646221
kesempatan,0.12890588529089286
oke,0.12858337027379635
marapthon,0.12812375200389226
hands,0.12602582375751778
makasih,0.12522850554290188
membawa,0.12465679606661825
inget,0.1241711057749264
hadiah besar,0.12384896609259298
gatau,0.1235139950542414
maksimal,0.1228443408838024
satunya,0.1219522176263366
bukti,0.1215363131035818
batin,0.12001413456211764
hidup sehari,0.11997370270654084
hari kesempatan,0.11978597611825775
dompet ikut,0.11858252611567759
ikut gemes,0.11858252611567759
pstoto dompet,0.11858252611567759
bocah,0.11810879164075572
ngakak sambil,0.11776646927209933
lucu sambil,0.11776646927209933
nahan ngakak,0.11776646927209933
sambil pasang,0.11776646927209933
tolong lucu,0.11776646927209933
pasang angka,0.11776646927209933
lambungnya,0.11769408302448439
speechless,0.11687934482921274
muncul,0.11658041760690024
eyes aku,0.11605256560571975
cari tempat,0.11570034306982396
atas pencapaian,0.11561362603743608
selalu mendukung,0.11561362603743608
sparkling heart,0.1155117534966608
sparkling,0.1155117534966608
berikutnya,0.11540693208435227
menghadirkan,0.11507108142088973
ajak,0.11447300092022922
simpan,0.11443818864001049
selalu pas,0.11402441556404434
sales wkwk,0.11364272030257382
sering mainin,0.11364272030257382
bacot bang,0.11364272030257382
gamau banyak,0.11364272030257382
sales,0.11364272030257382
share situs,0.11364272030257382
wkwk cuman,0.11364272030257382
mainin gacor,0.11364272030257382
mainin,0.11364272030257382
kira sales,0.11364272030257382
situs high,0.11364272030257382
cuman share,0.11364272030257382
bang nanti,0.11364272030257382
voltage sering,0.11364272030257382
mungkin,0.11199123250080917
berkah aja,0.11179473254205391
kemaren,0.11136798103929518
junior fire,0.11135203422244919
meledak fire,0.11135203422244919
fire junior,0.11135203422244919
ceritanya penasaran,0.11108044032127577
kemenangannya happy,0.11108044032127577
soal red,0.11108044032127577
gak sabar,0.11108044032127577
temen soal,0.11108044032127577
circle ceritanya,0.11108044032127577
sabar share,0.11108044032127577
happy red,0.11108044032127577
penasaran kemenangannya,0.11108044032127577
bersama,0.11102422371515233
gamau,0.11029799404916113
star selalu,0.10985599825113336
hutang,0.10984709895388284
aja,0.10980884803948698
slot machine,0.10891561430502418
machine,0.10891561430502418
rasanya enak,0.10789129824176745
share temen,0.10701964660204895
sampai,0.1068340292037802
la,0.10660186167689768
buka hundred,0.10625701105439916
mantap bang,0.10570905908860495
hidupku,0.10444417689627018
serunya,0.10442203416582763
membosankan,0.10418709293528193
kemenangannya,0.1038698502871792
makan sebanyak,0.10310593599954795
sebanyak,0.10310593599954795
suasana,0.10180813043918675
baik baik,0.10167093476669858
bulan,0.10165046602771544
meski,0.10118657102464705
kemudahan,0.10062598661611376
tahan,0.1006236443200926
terlihat,0.10048380737101237
sorry,0.10040641479610134
kang,0.10024078300083258
yah,0.09950638625454172
face drooling,0.09949512541372901
hal semangat,0.09946014875128388
kayak pas,0.09921976326420381
pstoto liat,0.09921976326420381
sendiri kayak,0.09921976326420381
membuat,0.09915447435847827
gameplay,0.09869285168017149
langsung dapet,0.0983647207699492
skull,0.09679399385416015
pdhl,0.09673583393240631
peduli,0.09673583393240631
saldo nambah,0.09559256309898011
kece ceritanya,0.09499318793884082
untungnya luar,0.09499318793884082
senyum senyum,0.09481626772534968
smooth,0.09409260047027299
suruh,0.09306046774235112
susah,0.09299817615737943
berkah star,0.09277768033292857
jutaan,0.09172343340125817
ceritanya mengalir,0.09152049967945249
untungnya,0.09152049967945249
takjub visualnya,0.09152049967945249
hadiahnya,0.0914808296154502
pingin,0.08949986732425433
buktinya,0.08949758564313795
om,0.08895869781011184
kece,0.08882687339887516
visualnya kece,0.08882687339887516
circle takjub,0.08882687339887516
enaknya,0.08834776873442028
pola,0.08820853701160941
coba main,0.08820335882087216
nyerang,0.08766481468398656
fish,0.08636451457064862
apapun,0.08635214099150501
ga nyangka,0.08505661500054337
mengganggu,0.08464063749592132
vibe,0.0846056416209913
seru face,0.08321015144922578
mengalir,0.08315333221766327
tergacor,0.08315133511673022
khusus,0.08273770389336228
isinya,0.08052110411581212
nyangka,0.07958182440287775
ka,0.07866640394846991
apa apa,0.07842573223523672
ramein cantik,0.07767483757735058
dikasih menang,0.07704027538642444
menang apa,0.07704027538642444
ditonton berkah,0.07662848575568997
coba cari,0.07648000492384024
over,0.07610880418053792
hot,0.07591994470446231
aloy emang,0.07580510582831008
betah,0.07564475942352546
ramein,0.07483526031546918
circle hiburan,0.07475685933336285
alhamdulillah red,0.07475685933336285
ceritanya relate,0.07475685933336285
hiburan bermakna,0.07475685933336285
apalagi,0.07432668905187934
dukungan green,0.0739624714606773
ditonton,0.07382716022285474
sempet,0.07368410743961247
pas buka,0.07334848699981196
pernah absen,0.07333900616882343
kilat,0.07333900616882343
keuntungan,0.07333900616882343
emang gak,0.07303388078866675
seru red,0.07281406578159455
hal kyt,0.07251655592513112
kemenangan besar,0.07251655592513112
biar makin,0.07183761276457873
tiada henti,0.07178944375527269
menyenangkan,0.07155917579350046
selalu kagum,0.07081178546687596
amp kreatif,0.07081178546687596
estetik amp,0.07081178546687596
disitus,0.070657934913044
situs viral,0.0700640107787539
cek,0.0700640107787539
kasi,0.0700007033871608
relate,0.0699041502215656
solid,0.06945125834225302
bagian,0.06925511935050144
ngakak,0.06843231784926401
kagum,0.06822310241125026
mengingatkanku,0.0680909674175345
perjalanan,0.0680909674175345
lollipop mengingatkanku,0.0680909674175345
cuan hundred,0.06728986118725272
boss,0.06697401961955679
malah kasi,0.06694410860936371
pstoto emang,0.0665160020568406
sigap singgah,0.06438500978402395
sigap,0.06438500978402395
makin yakin,0.06438500978402395
yakin berkah,0.06438500978402395
layanan sigap,0.06438500978402395
singgah sports,0.06438500978402395
gak masuk,0.06425083277536184
merinding,0.06308321361323999
klik,0.06308321361323999
masak,0.062322027364560745
btw,0.06219823359866915
berkah layanan,0.062031271874927414
kumpul,0.06181038873523431
enraged face,0.06146986880854353
enraged,0.06146986880854353
mulus bonus,0.06105529473838642
bonus mood,0.06105529473838642
cerita nempel,0.06105529473838642
nempel,0.060494901825593556
bingung cari,0.05967853046199961
gambaran besar,0.059017753585680885
berkah keberhasilan,0.059017753585680885
lihatlah,0.059017753585680885
cukup awali,0.059017753585680885
awali,0.059017753585680885
lihatlah gambaran,0.059017753585680885
gambaran,0.059017753585680885
menghadapi risiko,0.059017753585680885
hasil keberanian,0.059017753585680885
besar berkah,0.059017753585680885
awali modal,0.059017753585680885
keberanian,0.059017753585680885
risiko besar,0.059017753585680885
keberhasilan hasil,0.059017753585680885
keberanian menghadapi,0.059017753585680885
receh aja,0.059017753585680885
besar cukup,0.059017753585680885
menghadapi,0.059017753585680885
mood booster,0.05882328200345224
seger,0.05701962122439938
risiko,0.05686022772072709
stone jarum,0.05659304437208976
jarum gem,0.05659304437208976
coba langsung,0.05659304437208976
sikap,0.05600877671463079
kakek,0.05480798453406771
emang top,0.05388674758154007
minggu,0.05352341764088642
paket lengkap,0.05281439016046058
pasang,0.05267590148822821
dengerin,0.05111123766164061
lengkap,0.05088364210771529
voltage paling,0.05067591388205372
orang orang,0.05050184233848687
malem,0.05037804709099997
on point,0.04978478350548685
point,0.04978478350548685
mulu,0.04972108926399404
smiling face,0.0492454271657676
wajib ajak,0.048823342608361096
salut,0.048637097162397586
bosan,0.04814777778708201
coba aja,0.04770806859393634
walaupun,0.04768042852635379
main xuxu,0.04713265477870798
jualan,0.046970780778093975
pstoto cair,0.046436211330338886
masyaallah red,0.04624198926883624
telat,0.045293532960041794
masyaallah,0.04524867519403508
gini harusnya,0.04477559779598805
nasional,0.04477559779598805
nasional gemes,0.04477559779598805
harusnya nasional,0.04477559779598805
gemes sambil,0.04477559779598805
nunggu hoki,0.04477559779598805
bang aloy,0.0447370336211497
mulu bang,0.0447370336211497
klo salah,0.042626089736649934
gara,0.04251334426299716
dikasi,0.04230073503916232
sambil makan,0.04105969113262449
index,0.04090738968384938
tantangan,0.03994516384203528
meraih,0.03977556042996856
sukses,0.03920848582275792
terbanyak,0.038862920160835035
rugi,0.03859545782500334
sumpah,0.03678584998916423
perlu,0.03666788239393137
pasukan,0.03665372695851865
hot face,0.03663791858873233
star struck,0.03536389307672197
struck,0.03536389307672197
aku beli,0.035231182999808985
iya,0.03509777278731366
bermanfaat,0.03423815452716933
angin,0.03332425553592834
tetaplah,0.0331964314086282
boong,0.032981545783965616
pertama kali,0.03212591670968315
jatuh,0.031982861676864344
kawan,0.02927375184625619
berkah selalu,0.029218585001664025
aman,0.028770281960096733
bnr,0.028535602390767467
lembut,0.028154577493109012
emng,0.028016374875531908
circle speechless,0.027762252174710903
hadiahnya wow,0.027762252174710903
tuhan red,0.027762252174710903
gemes,0.02709759241937401
visualnya keren,0.02674734100820318
ngak,0.0263264797064805
gara gara,0.026223265267488804
ceritanya penuh,0.02596011474821112
salfok,0.02555501468920862
makna,0.025316904059730454
penuh makna,0.025316904059730454
gamenya,0.02499415473486738
grinning,0.024971601121181936
asli,0.023494817163649095
ngonten,0.02329372985623107
loh,0.022252942448368174
makan,0.02116812684959629
bagi,0.020446599737134336
nanti kira,0.019746043083578718
pembelajaran,0.019417259246889067
impian,0.0192276701772639
tempat semua,0.019017130374003856
member dapet,0.019017130374003856
dapet kejutan,0.019017130374003856
kejutan hanya,0.019017130374003856
semua member,0.018321916677000876
memang juaranya,0.018173204574355138
berapapun pasti,0.018173204574355138
lunas ama,0.018173204574355138
main semua,0.018173204574355138
juaranya temen,0.018173204574355138
semua soalnya,0.018173204574355138
soalnya berapapun,0.018173204574355138
pasti bayar,0.018173204574355138
temen kuliahan,0.018173204574355138
bayar lunas,0.018173204574355138
ama fire,0.018173204574355138
kuliahan main,0.018173204574355138
fire berkah,0.018173204574355138
kuliahan,0.018173204574355138
mending,0.018032539511070478
pisau,0.01799291343393932
juaranya,0.017508842470817177
woi,0.017080348516105376
hand nagamastoto,0.01701975170005583
situs palling,0.01701975170005583
nagamastoto victory,0.01701975170005583
palling mantap,0.01701975170005583
palling,0.01701975170005583
berkah fire,0.01699352318839339
hoki hundred,0.016745228417231073
aja enak,0.016655371022074872
up together,0.016493893229911266
together,0.016493893229911266
palms up,0.016493893229911266
palms,0.016493893229911266
ekspresi,0.016358144621203274
ijo,0.015307665964347517
auto ngakak,0.014402762801516589
pas,0.01334842625540536
heart abs,0.012493736464700275
share,0.01129374066261081
kreator,0.010626904524619554
nonton video,0.010238414282560863
situs gacor,0.010238414282560863
aku nonton,0.00930237779734274
back tears,0.008122275169319099
holding back,0.008122275169319099
face holding,0.008122275169319099
holding,0.007883220816132797
gemoy overload,0.00703724779019535
overload sambil,0.00703724779019535
gemoy,0.00703724779019535
senyum buka,0.00703724779019535
pikiran,0.0068754771604325115
overload,0.006779985471605182
sambil senyum,0.006779985471605182
rezekinya,0.005038518651883101
bonus new,0.005038518651883101
lho,0.004854324343356802
keuangan,0.0031014193587663996
pembahasannya,0.0013691282482120593
uang,0.00046151113230144536
zaman,0.0
mengecewakan,0.0
mending mana,0.0
mending infinix,0.0
from,0.0
ga usah,0.0
waktunya desain,0.0
ceritanya inspiratif,0.0
bagus waktu,0.0
ga dikasih,0.0
dirumah,0.0
mata ceritanya,0.0
match,0.0
maulihat,0.0
aman terpercaya,0.0
ampe,0.0
anak bgt,0.0
anak muda,0.0
anak tongkrongan,0.0
infinik,0.0
we,0.0
voltage supermoney,0.0
wajar,0.0
waktu malam,0.0
ga suka,0.0
kalimat,0.0
entah,0.0
beli infinix,0.0
beli infinx,0.0
harinya,0.0
hasilnya luar,0.0
heart nyoba,0.0
bukanlah,0.0
bukit high,0.0
bukit selalu,0.0
sblmnya,0.0
scatter,0.0
sebentar,0.0
sebuah pembelajaran,0.0
kacaw,0.0
sekedar,0.0
sampel video,0.0
samping,0.0
kamera bagus,0.0
kameranya,0.0
kampung,0.0
kangen ketawa,0.0
kanker,0.0
kantor,0.0
satu gak,0.0
sayur,0.0
bersama snowflake,0.0
bersifat,0.0
kak tiara,0.0
kaki,0.0
kalbun bahasa,0.0
kali liat,0.0
apa dok,0.0
apa infinix,0.0
kasur,0.0
edge isi,0.0
efek,0.0
suka bgt,0.0
suka ga,0.0
eyes money,0.0
beli hot,0.0
beli hp,0.0
supermoney high,0.0
support,0.0
sambil main,0.0
sampah,0.0
sampai termahal,0.0
sampel,0.0
hari hanya,0.0
beda ceritanya,0.0
anjirrr,0.0
anwar,0.0
jtan,0.0
banyak org,0.0
bap,0.0
bardi high,0.0
juara rezeki,0.0
jujur aja,0.0
stone smiling,0.0
stream,0.0
stres,0.0
style,0.0
subhanallah,0.0
apa bang,0.0
circle apa,0.0
circle emang,0.0
rupanya,0.0
kebelet jumpscare,0.0
kecewa,0.0
rutin,0.0
sakit dok,0.0
sakit ga,0.0
salah sebuah,0.0
salahin,0.0
eh malah,0.0
emang juara,0.0
betah main,0.0
syukur,0.0
syuting,0.0
harga jt,0.0
tdk,0.0
team,0.0
dunia speaker,0.0
kelapa,0.0
review bang,0.0
review tecno,0.0
rezeki berkah,0.0
rezeki gak,0.0
banyak bet,0.0
ex penyiar,0.0
hand pstoto,0.0
hanya check,0.0
tahun komen,0.0
aku sendiri,0.0
rio,0.0
ciamik,0.0
recomend,0.0
apakah aku,0.0
arab artinya,0.0
arap,0.0
recomend ni,0.0
rekor ui,0.0
rendang lele,0.0
aku takut,0.0
akurat,0.0
ala,0.0
ala infinix,0.0
alami,0.0
tak terduga,0.0
tanah,0.0
tangannya,0.0
tarik,0.0
casing,0.0
casing desain,0.0
jt worth,0.0
cat with,0.0
gw ngiler,0.0
gw yakin,0.0
temuin,0.0
temuin ibot,0.0
tengah,0.0
tensinya,0.0
rajin olahraga,0.0
ram gb,0.0
realme,0.0
kelas sd,0.0
kemal,0.0
kemenangannya hati,0.0
circle pengalaman,0.0
kenapa orang,0.0
tecno spark,0.0
teknologi,0.0
subhanallah red,0.0
henti bareng,0.0
herbal,0.0
hidung,0.0
engga,0.0
cewek bang,0.0
sekitar,0.0
selalu beda,0.0
selalu menjadi,0.0
semakin kuat,0.0
seminggu,0.0
cariin,0.0
bosen main,0.0
brevy,0.0
terapi,0.0
teratur,0.0
terbaik berkah,0.0
terduga,0.0
tergantung,0.0
puji syukur,0.0
punggung,0.0
punya infinix,0.0
punya pacar,0.0
pushpin setiap,0.0
radit coba,0.0
radit live,0.0
radit mengundang,0.0
rahasia ketagihan,0.0
ketinggian,0.0
pro beli,0.0
pro jt,0.0
coba bg,0.0
coklat,0.0
kerja shift,0.0
kesampaian,0.0
kesehatan bareng,0.0
kesimpulan,0.0
kesimpulan infinix,0.0
dora eh,0.0
area,0.0
ariyanto tahun,0.0
pstoto victory,0.0
puji,0.0
tepe tirta,0.0
drama,0.0
ketagihan ceritanya,0.0
ketawa ibot,0.0
ketemu desta,0.0
ketemu tiara,0.0
greget,0.0
terkenal,0.0
terlalu enak,0.0
terlupakan,0.0
termahal,0.0
ternyata bang,0.0
tersebut,0.0
beli tecno,0.0
bener face,0.0
bener kata,0.0
gol,0.0
kl,0.0
podcast ibot,0.0
podcast radit,0.0
cerah,0.0
berkah alhamdulillah,0.0
emang selalu,0.0
jelekin,0.0
jepe berkah,0.0
entah kenapa,0.0
epilepsi,0.0
era,0.0
euyy,0.0
ex,0.0
bbca fire,0.0
pokonya,0.0
positif snowflake,0.0
ko ga,0.0
penyembuhan,0.0
penyiar radio,0.0
per,0.0
perak,0.0
perempuan,0.0
pernah bosen,0.0
piece,0.0
klean,0.0
bang jer,0.0
berkat berkah,0.0
pleading,0.0
pleading face,0.0
plissss,0.0
pny,0.0
kgk,0.0
test game,0.0
that,0.0
tiara ome,0.0
timbangan,0.0
bocil,0.0
semoga globe,0.0
semua iphone,0.0
sendiri nonton,0.0
jatuh cinta,0.0
jebew garut,0.0
berharap,0.0
sensasi,0.0
seorang,0.0
bareng kochi,0.0
bareng seru,0.0
bang undang,0.0
kochi dok,0.0
kok malah,0.0
komen bawah,0.0
konektor,0.0
konektor charger,0.0
as,0.0
asalkan,0.0
asing,0.0
pengalaman main,0.0
pengen lihat,0.0
penting note,0.0
penyebab,0.0
bang review,0.0
bang smiling,0.0
bang unboxing,0.0
tes kamera,0.0
tomboy,0.0
tone,0.0
trnyata,0.0
cowok proper,0.0
kontrol,0.0
kotak,0.0
kotak berasa,0.0
kotak minimalis,0.0
berkah mood,0.0
berkah rezeki,0.0
cuan besar,0.0
cuan datang,0.0
pembenci,0.0
pemecah,0.0
pemecah rekor,0.0
tirta koci,0.0
toko,0.0
aku cuma,0.0
batak,0.0
sering sering,0.0
spek ala,0.0
spek penting,0.0
speknya,0.0
spesialis,0.0
hihi,0.0
spark,0.0
spark bang,0.0
speaker,0.0
speaker cakep,0.0
speechless visualnya,0.0
tolong siapapun,0.0
jangan pake,0.0
cantik bgt,0.0
cape,0.0
seseorang,0.0
gemuk,0.0
atu,0.0
kya,0.0
kyknya,0.0
pas ibot,0.0
pas senyum,0.0
pasar,0.0
pasca,0.0
pasti dah,0.0
berkah sukses,0.0
berkah terbaik,0.0
tirta aldi,0.0
trus klo,0.0
ttg,0.0
tukang,0.0
tumben,0.0
gatau tiara,0.0
hp apa,0.0
hp bagus,0.0
hp sekarang,0.0
hp tecno,0.0
huft,0.0
spek,0.0
seru main,0.0
cakep tes,0.0
camon bang,0.0
candaan,0.0
izin bertanya,0.0
orang pertama,0.0
darah,0.0
daun,0.0
pace,0.0
lapar,0.0
dok cara,0.0
dok coba,0.0
dok face,0.0
pake infinix,0.0
lalu harga,0.0
lama ga,0.0
langka,0.0
paling cocok,0.0
paling recomend,0.0
flash,0.0
berasa mahal,0.0
ui mirip,0.0
ultra bang,0.0
unboxing hp,0.0
blind,0.0
blind box,0.0
blm,0.0
blunder,0.0
flu,0.0
ganti hp,0.0
nyebut,0.0
ogah,0.0
olahraga seminggu,0.0
one piece,0.0
dok kenapa,0.0
dok smiling,0.0
lepas face,0.0
ibot aldi,0.0
ibot asik,0.0
ibot brevy,0.0
ibot face,0.0
ibot ketawa,0.0
nuy,0.0
nuy biasanya,0.0
dedi,0.0
dee,0.0
nyari hp,0.0
liat nuy,0.0
fire bbca,0.0
turun harga,0.0
zero,0.0
uda dikasih,0.0
udh pernah,0.0
bang desta,0.0
bang face,0.0
bang folded,0.0
bang gak,0.0
bang gofar,0.0
bang ibot,0.0
bang infinix,0.0
setia high,0.0
enak bgt,0.0
isi,0.0
isi kotak,0.0
it gak,0.0
itulah,0.0
setiap anak,0.0
shift,0.0
ibarat,0.0
nikmati,0.0
niko,0.0
awalnya,0.0
awet,0.0
badak,0.0
badan,0.0
nnton,0.0
logis,0.0
lu beli,0.0
nonton jam,0.0
nostalgia,0.0
not ultra,0.0
ntah,0.0
nubia,0.0
bang bang,0.0
bang david,0.0
ngomong biasa,0.0
ngomong ga,0.0
lu makan,0.0
lucu bgt,0.0
lumayan lama,0.0
diwajarkan,0.0
garut,0.0
unit,0.0
berantakan,0.0
berbuat,0.0
berbuat salah,0.0
upgrade,0.0
upload,0.0
dlm,0.0
ni hp,0.0
nikmat,0.0
